Employee_ID,Age,Gender,Country,Continent,Remote_Work,Company_Size,Work_Experience,Role,Work_Mode,Salary_Range,Therapy_Access,Mental_Health_Condition,Employer_Support,Comfort_Discussing_MH,Work_Stress_Level,Job_Satisfaction
E0452,45,Other,Brazil,South America,Yes,Small (1-50),7,Engineer,Flexible,50K-100K,No,No,Yes,3,3,2
E0453,41,Other,Japan,Asia,Yes,Medium (51-500),29,Designer,Flexible,50K-100K,Not Sure,No,Yes,5,5,2
E0454,56,Female,Brazil,South America,No,Large (500+),10,Manager,Night Shift,50K-100K,Not Sure,Yes,Partial,3,10,10
E0455,30,Female,Japan,Asia,Yes,Small (1-50),17,Engineer,Flexible,100K-150K,No,No,Partial,3,1,3
E0456,57,Female,UK,Europe,Yes,Large (500+),15,Developer,Flexible,<50K,Yes,No,No,3,4,8
E0457,29,Other,Germany,Europe,No,Small (1-50),18,Analyst,Day Shift,100K-150K,No,No,Yes,4,6,4
E0458,44,Female,South Africa,Africa,Hybrid,Small (1-50),23,Developer,Night Shift,>150K,Not Sure,No,No,2,4,7
E0459,55,Male,Australia,Oceania,Yes,Small (1-50),22,Manager,Night Shift,>150K,Not Sure,No,No,2,7,10
E0460,55,Male,Canada,North America,No,Small (1-50),19,Developer,Day Shift,<50K,No,No,No,1,7,3
E0461,56,Other,Germany,Europe,Yes,Medium (51-500),30,Developer,Flexible,50K-100K,Yes,No,No,3,6,10
E0462,38,Other,South Africa,Africa,No,Medium (51-500),26,Data Scientist,Night Shift,<50K,No,No,No,2,9,3
E0463,59,Female,India,Asia,Hybrid,Small (1-50),2,Developer,Flexible,<50K,Yes,Yes,No,1,2,2
E0464,52,Other,Japan,Asia,Hybrid,Large (500+),26,Designer,Night Shift,<50K,Yes,No,Partial,4,10,6
E0465,44,Other,India,Asia,No,Small (1-50),4,Analyst,Night Shift,100K-150K,No,Yes,Yes,3,8,6
E0466,43,Male,South Africa,Africa,No,Medium (51-500),3,Data Scientist,Night Shift,>150K,No,No,Partial,5,8,1
E0467,52,Male,Germany,Europe,No,Large (500+),7,Analyst,Night Shift,<50K,Yes,No,Yes,4,10,7
E0468,57,Female,Japan,Asia,Hybrid,Medium (51-500),24,Analyst,Flexible,<50K,Yes,No,Yes,1,4,4
E0469,32,Other,Canada,North America,Yes,Medium (51-500),18,Manager,Flexible,<50K,Yes,No,Partial,4,6,3
E0470,33,Other,UK,Europe,Hybrid,Large (500+),10,Manager,Flexible,100K-150K,Yes,Yes,Partial,5,6,8
E0471,43,Male,Japan,Asia,No,Small (1-50),7,Data Scientist,Flexible,100K-150K,Not Sure,No,Yes,4,5,2
E0472,45,Other,Japan,Asia,No,Small (1-50),8,Engineer,Day Shift,100K-150K,No,Yes,No,1,1,9
E0473,55,Male,Germany,Europe,Hybrid,Small (1-50),6,Manager,Night Shift,<50K,Yes,Yes,Yes,5,3,8
E0474,50,Female,Germany,Europe,No,Small (1-50),22,Manager,Night Shift,50K-100K,No,No,No,5,7,8
E0475,37,Male,South Africa,Africa,Hybrid,Large (500+),26,Manager,Night Shift,50K-100K,Yes,Yes,Partial,4,8,3
E0476,40,Other,USA,North America,No,Large (500+),1,Analyst,Day Shift,50K-100K,No,No,Partial,5,2,4
E0477,45,Female,Japan,Asia,Yes,Large (500+),4,Data Scientist,Flexible,>150K,No,No,No,4,3,2
E0478,42,Male,Australia,Oceania,Yes,Medium (51-500),14,Analyst,Night Shift,<50K,Yes,No,Yes,3,4,2
E0479,33,Male,Japan,Asia,No,Large (500+),17,Designer,Flexible,50K-100K,Yes,No,No,5,5,4
E0480,39,Female,South Africa,Africa,Hybrid,Small (1-50),20,Analyst,Flexible,50K-100K,No,Yes,Yes,4,3,6
E0481,56,Female,Brazil,South America,Yes,Medium (51-500),18,Designer,Day Shift,50K-100K,No,Yes,Partial,3,5,5
E0482,32,Male,India,Asia,Hybrid,Small (1-50),11,Developer,Day Shift,<50K,No,No,Partial,5,8,1
E0483,39,Other,UK,Europe,No,Small (1-50),29,Developer,Flexible,50K-100K,Not Sure,No,No,3,8,10
E0484,32,Male,USA,North America,Hybrid,Large (500+),21,Designer,Night Shift,50K-100K,Yes,No,Yes,5,2,1
E0485,29,Female,Canada,North America,Yes,Large (500+),26,Designer,Night Shift,<50K,Not Sure,No,Yes,1,6,6
E0486,27,Male,Canada,North America,Hybrid,Small (1-50),14,Analyst,Day Shift,>150K,Not Sure,Yes,Yes,1,4,3
E0487,48,Female,Canada,North America,Hybrid,Small (1-50),9,Designer,Day Shift,100K-150K,Yes,No,Partial,4,9,3
E0488,34,Female,Germany,Europe,No,Medium (51-500),27,Data Scientist,Day Shift,50K-100K,Yes,No,No,2,10,7
E0489,51,Other,Canada,North America,No,Large (500+),15,Developer,Day Shift,100K-150K,Not Sure,Yes,Yes,1,2,1
E0490,39,Female,UK,Europe,No,Medium (51-500),12,Developer,Day Shift,>150K,Yes,Yes,No,2,8,1
E0491,36,Female,India,Asia,Yes,Medium (51-500),10,Engineer,Day Shift,>150K,No,Yes,Partial,3,1,10
E0492,25,Other,Canada,North America,Yes,Medium (51-500),19,Designer,Day Shift,50K-100K,No,Yes,Yes,3,6,3
E0493,55,Female,Japan,Asia,No,Small (1-50),24,Manager,Night Shift,<50K,Not Sure,No,Partial,2,10,8
E0494,32,Other,Japan,Asia,No,Medium (51-500),19,Manager,Day Shift,>150K,Not Sure,Yes,Partial,4,1,1
E0495,45,Other,Germany,Europe,Yes,Medium (51-500),6,Designer,Day Shift,100K-150K,Yes,Yes,Partial,5,2,10
E0496,41,Female,UK,Europe,Yes,Small (1-50),20,Data Scientist,Night Shift,100K-150K,Yes,Yes,Yes,2,3,4
E0497,56,Female,India,Asia,Yes,Large (500+),24,Manager,Night Shift,100K-150K,Not Sure,No,Yes,2,9,9
E0498,43,Male,USA,North America,Yes,Large (500+),27,Engineer,Flexible,100K-150K,Not Sure,No,Yes,2,5,4
E0499,36,Other,South Africa,Africa,No,Medium (51-500),6,Designer,Day Shift,>150K,No,Yes,Yes,2,10,10
E0500,59,Male,India,Asia,Yes,Small (1-50),8,Data Scientist,Day Shift,50K-100K,No,Yes,Yes,2,10,8
E0501,59,Female,South Africa,Africa,No,Large (500+),1,Data Scientist,Day Shift,50K-100K,Yes,Yes,No,4,2,7
E0502,34,Male,Brazil,South America,Hybrid,Medium (51-500),22,Analyst,Day Shift,100K-150K,No,No,No,1,10,3
E0503,51,Other,South Africa,Africa,Hybrid,Medium (51-500),17,Data Scientist,Flexible,50K-100K,Yes,Yes,Partial,5,5,7
E0504,25,Male,Australia,Oceania,Yes,Small (1-50),17,Manager,Night Shift,100K-150K,Yes,No,Yes,1,5,7
E0505,55,Other,Japan,Asia,Hybrid,Medium (51-500),24,Manager,Night Shift,100K-150K,Yes,No,No,2,1,10
E0506,43,Female,UK,Europe,Hybrid,Large (500+),15,Designer,Day Shift,<50K,No,No,Partial,1,3,3
E0507,49,Female,France,Europe,Hybrid,Small (1-50),7,Designer,Day Shift,>150K,Not Sure,Yes,Partial,4,5,2
E0508,31,Other,Germany,Europe,Yes,Large (500+),19,Data Scientist,Day Shift,>150K,Not Sure,No,Partial,3,9,9
E0509,38,Female,Australia,Oceania,Yes,Large (500+),22,Engineer,Flexible,100K-150K,No,No,Partial,1,10,1
E0510,32,Female,South Africa,Africa,Hybrid,Large (500+),25,Developer,Flexible,>150K,Not Sure,Yes,Partial,5,1,7
E0511,29,Female,Canada,North America,No,Medium (51-500),23,Analyst,Night Shift,50K-100K,Yes,No,Yes,4,8,4
E0512,30,Female,UK,Europe,Hybrid,Medium (51-500),28,Developer,Day Shift,100K-150K,Not Sure,Yes,No,3,1,2
E0513,37,Other,Australia,Oceania,Yes,Large (500+),3,Data Scientist,Day Shift,<50K,No,Yes,Yes,4,9,2
E0514,58,Male,Germany,Europe,Yes,Large (500+),30,Data Scientist,Day Shift,50K-100K,Not Sure,Yes,Yes,2,6,8
E0515,27,Male,Japan,Asia,Yes,Small (1-50),30,Developer,Day Shift,<50K,Yes,No,Yes,3,1,7
E0516,33,Female,UK,Europe,Hybrid,Small (1-50),29,Analyst,Flexible,<50K,Yes,No,Yes,5,8,7
E0517,29,Male,Germany,Europe,No,Medium (51-500),22,Developer,Night Shift,>150K,No,No,Yes,3,5,5
E0518,47,Male,Brazil,South America,Yes,Medium (51-500),11,Designer,Night Shift,>150K,No,Yes,Yes,5,7,10
E0519,22,Female,Brazil,South America,Yes,Small (1-50),20,Manager,Flexible,100K-150K,No,No,Yes,2,7,8
E0520,25,Female,Germany,Europe,Hybrid,Large (500+),30,Engineer,Day Shift,>150K,Yes,Yes,Partial,5,7,2
E0521,49,Male,Australia,Oceania,No,Medium (51-500),29,Designer,Night Shift,<50K,Not Sure,No,Yes,4,6,2
E0522,57,Other,UK,Europe,Hybrid,Large (500+),19,Manager,Night Shift,<50K,Not Sure,Yes,Partial,1,8,5
E0523,58,Female,Australia,Oceania,Yes,Small (1-50),9,Engineer,Flexible,50K-100K,No,Yes,Yes,4,9,1
E0524,39,Other,USA,North America,No,Medium (51-500),10,Engineer,Day Shift,<50K,Not Sure,No,Partial,4,2,6
E0525,28,Male,South Africa,Africa,No,Medium (51-500),2,Engineer,Night Shift,100K-150K,Not Sure,Yes,Partial,3,7,4
E0526,21,Female,USA,North America,Yes,Small (1-50),1,Data Scientist,Day Shift,100K-150K,No,No,No,2,2,6
E0527,42,Other,Brazil,South America,No,Medium (51-500),30,Engineer,Night Shift,>150K,No,No,No,1,6,7
E0528,37,Female,Japan,Asia,No,Small (1-50),16,Analyst,Flexible,>150K,Yes,No,Yes,5,2,3
E0529,27,Male,India,Asia,Hybrid,Medium (51-500),18,Developer,Day Shift,>150K,Yes,No,Partial,3,10,8
E0530,45,Other,South Africa,Africa,Yes,Small (1-50),23,Analyst,Flexible,100K-150K,Yes,No,Partial,2,6,7
E0531,24,Male,Brazil,South America,Yes,Medium (51-500),26,Developer,Night Shift,<50K,Yes,Yes,Partial,1,2,1
E0532,56,Male,Australia,Oceania,Yes,Large (500+),17,Designer,Flexible,>150K,Not Sure,No,No,4,1,6
E0533,26,Female,Australia,Oceania,Yes,Large (500+),6,Designer,Flexible,50K-100K,Not Sure,No,Yes,2,7,7
E0534,51,Other,Australia,Oceania,Yes,Large (500+),14,Developer,Flexible,>150K,Yes,Yes,Partial,2,3,4
E0535,39,Male,Japan,Asia,No,Medium (51-500),23,Analyst,Night Shift,100K-150K,Yes,Yes,Yes,2,4,2
E0536,59,Male,USA,North America,Hybrid,Medium (51-500),25,Developer,Day Shift,>150K,No,No,No,4,6,10
E0537,47,Other,India,Asia,Yes,Large (500+),15,Engineer,Flexible,<50K,Not Sure,No,Yes,5,5,9
E0538,30,Male,Australia,Oceania,Hybrid,Large (500+),14,Data Scientist,Day Shift,>150K,Not Sure,No,Partial,3,4,7
E0539,46,Male,France,Europe,Hybrid,Small (1-50),24,Designer,Night Shift,100K-150K,Yes,Yes,Yes,5,9,1
E0540,39,Other,South Africa,Africa,No,Small (1-50),22,Data Scientist,Day Shift,100K-150K,Not Sure,No,Yes,1,6,8
E0541,59,Other,UK,Europe,Yes,Small (1-50),3,Engineer,Flexible,50K-100K,No,Yes,No,3,6,3
E0542,23,Other,France,Europe,No,Large (500+),24,Engineer,Flexible,100K-150K,No,No,Partial,1,2,4
E0543,33,Other,India,Asia,Yes,Large (500+),23,Designer,Flexible,50K-100K,Not Sure,No,No,4,6,5
E0544,48,Female,Japan,Asia,No,Large (500+),19,Designer,Flexible,<50K,Yes,Yes,Yes,5,7,1
E0545,40,Other,India,Asia,Hybrid,Small (1-50),25,Engineer,Flexible,100K-150K,Not Sure,No,Yes,2,8,6
E0546,48,Female,UK,Europe,Yes,Medium (51-500),12,Manager,Flexible,>150K,No,No,Partial,3,8,10
E0547,28,Female,South Africa,Africa,Hybrid,Large (500+),2,Data Scientist,Night Shift,<50K,Yes,No,Partial,2,9,6
E0548,59,Female,UK,Europe,Hybrid,Medium (51-500),3,Data Scientist,Night Shift,>150K,Not Sure,No,Partial,1,10,2
E0549,21,Male,Germany,Europe,No,Medium (51-500),18,Manager,Night Shift,>150K,Yes,No,No,2,3,10
E0550,23,Female,South Africa,Africa,Yes,Medium (51-500),29,Analyst,Day Shift,>150K,Yes,No,Partial,2,10,6
E0551,33,Female,India,Asia,Hybrid,Small (1-50),1,Data Scientist,Day Shift,<50K,No,Yes,No,4,7,8
E0552,48,Male,Australia,Oceania,No,Medium (51-500),20,Developer,Night Shift,<50K,Yes,Yes,No,4,7,6
E0553,45,Male,India,Asia,Yes,Large (500+),21,Engineer,Day Shift,100K-150K,Not Sure,Yes,No,5,1,4
E0554,53,Male,India,Asia,Yes,Small (1-50),29,Engineer,Day Shift,>150K,Yes,No,No,1,8,4
E0555,58,Other,South Africa,Africa,Hybrid,Large (500+),6,Manager,Flexible,50K-100K,Yes,No,Partial,4,4,9
E0556,26,Male,Germany,Europe,Yes,Large (500+),5,Data Scientist,Flexible,100K-150K,Not Sure,Yes,No,4,5,6
E0557,52,Male,India,Asia,Hybrid,Small (1-50),1,Analyst,Day Shift,<50K,No,No,Yes,5,6,8
E0558,41,Female,France,Europe,Yes,Large (500+),19,Data Scientist,Day Shift,50K-100K,No,No,Yes,3,3,8
E0559,36,Male,Brazil,South America,No,Large (500+),1,Engineer,Night Shift,<50K,Not Sure,No,Yes,5,5,7
E0560,41,Other,Canada,North America,Hybrid,Small (1-50),27,Designer,Day Shift,50K-100K,Not Sure,No,No,2,10,3
E0561,31,Male,Canada,North America,Hybrid,Large (500+),21,Developer,Flexible,100K-150K,No,No,Yes,2,5,10
E0562,57,Other,India,Asia,Yes,Medium (51-500),21,Manager,Day Shift,50K-100K,Yes,Yes,Yes,4,1,1
E0563,56,Male,France,Europe,Yes,Large (500+),16,Designer,Night Shift,100K-150K,Not Sure,Yes,No,4,3,5
E0564,55,Male,Australia,Oceania,Hybrid,Medium (51-500),12,Analyst,Flexible,<50K,Yes,No,No,5,3,10
E0565,39,Male,Japan,Asia,Yes,Large (500+),27,Designer,Flexible,50K-100K,Not Sure,Yes,Partial,5,1,10
E0566,40,Male,Japan,Asia,No,Small (1-50),29,Designer,Flexible,>150K,No,Yes,No,1,7,2
E0567,38,Other,South Africa,Africa,Yes,Small (1-50),22,Analyst,Flexible,>150K,Yes,No,Partial,2,1,10
E0568,34,Other,Canada,North America,No,Large (500+),8,Designer,Day Shift,<50K,Yes,Yes,Partial,5,7,2
E0569,35,Female,India,Asia,No,Small (1-50),26,Manager,Night Shift,50K-100K,Not Sure,No,Partial,3,4,7
E0570,51,Other,Japan,Asia,No,Large (500+),16,Engineer,Day Shift,>150K,Yes,Yes,No,1,9,3
E0571,21,Male,India,Asia,No,Small (1-50),28,Data Scientist,Day Shift,100K-150K,Not Sure,No,Yes,5,7,8
E0572,23,Female,South Africa,Africa,No,Medium (51-500),1,Designer,Flexible,50K-100K,No,Yes,Partial,4,5,9
E0573,36,Female,Canada,North America,Yes,Large (500+),4,Manager,Night Shift,50K-100K,Yes,Yes,Yes,5,7,8
E0574,43,Female,UK,Europe,No,Medium (51-500),10,Data Scientist,Flexible,>150K,Not Sure,No,Yes,4,9,6
E0575,31,Male,Brazil,South America,Yes,Medium (51-500),11,Data Scientist,Day Shift,100K-150K,Yes,No,No,4,10,5
E0576,32,Other,Brazil,South America,No,Large (500+),17,Designer,Day Shift,100K-150K,Not Sure,No,Yes,2,6,3
E0577,30,Male,Japan,Asia,Hybrid,Medium (51-500),25,Manager,Flexible,100K-150K,Not Sure,No,Partial,2,1,3
E0578,52,Female,Brazil,South America,No,Large (500+),27,Engineer,Day Shift,50K-100K,Not Sure,Yes,No,5,6,7
E0579,36,Male,UK,Europe,Hybrid,Medium (51-500),23,Designer,Day Shift,<50K,No,No,No,5,1,5
E0580,28,Male,India,Asia,No,Large (500+),7,Analyst,Flexible,50K-100K,Yes,No,No,3,4,6
E0581,58,Other,South Africa,Africa,No,Large (500+),12,Data Scientist,Day Shift,50K-100K,No,No,No,1,8,6
E0582,32,Other,UK,Europe,No,Small (1-50),21,Designer,Night Shift,>150K,Not Sure,Yes,Yes,1,5,9
E0583,44,Female,South Africa,Africa,Hybrid,Large (500+),7,Data Scientist,Flexible,<50K,Not Sure,No,No,5,5,1
E0584,48,Male,South Africa,Africa,Hybrid,Large (500+),12,Manager,Night Shift,100K-150K,No,No,Partial,2,10,8
E0585,28,Male,Canada,North America,No,Medium (51-500),15,Developer,Day Shift,>150K,No,Yes,No,3,8,10
E0586,48,Other,India,Asia,Yes,Large (500+),2,Designer,Day Shift,50K-100K,Yes,No,Partial,1,8,5
E0587,56,Male,France,Europe,No,Small (1-50),14,Engineer,Flexible,<50K,Not Sure,Yes,Yes,5,1,6
E0588,46,Male,Brazil,South America,Hybrid,Medium (51-500),13,Designer,Day Shift,100K-150K,No,No,Yes,2,5,6
E0589,28,Male,France,Europe,No,Medium (51-500),4,Data Scientist,Flexible,100K-150K,Not Sure,No,Yes,2,5,1
E0590,48,Other,Canada,North America,Hybrid,Small (1-50),14,Manager,Flexible,50K-100K,Not Sure,No,Yes,2,8,3
E0591,48,Female,South Africa,Africa,Hybrid,Medium (51-500),14,Analyst,Flexible,100K-150K,Yes,No,Partial,4,1,6
E0592,57,Female,Japan,Asia,Hybrid,Medium (51-500),16,Engineer,Flexible,100K-150K,Yes,Yes,Partial,2,7,9
E0593,56,Male,Brazil,South America,No,Medium (51-500),7,Manager,Flexible,<50K,Yes,No,Yes,5,7,6
E0594,47,Female,Brazil,South America,Hybrid,Medium (51-500),19,Designer,Night Shift,>150K,No,No,No,3,9,6
E0595,37,Other,India,Asia,Hybrid,Small (1-50),2,Analyst,Flexible,<50K,Not Sure,Yes,Partial,5,2,1
E0596,29,Other,Germany,Europe,No,Small (1-50),10,Manager,Night Shift,>150K,No,No,Yes,2,3,9
E0597,53,Female,USA,North America,Hybrid,Medium (51-500),18,Developer,Day Shift,>150K,No,No,Yes,3,4,4
E0598,40,Female,USA,North America,No,Medium (51-500),29,Engineer,Flexible,>150K,Yes,Yes,Partial,1,1,2
E0599,33,Male,USA,North America,Hybrid,Small (1-50),17,Data Scientist,Day Shift,100K-150K,Not Sure,Yes,No,1,7,1
E0600,48,Female,Germany,Europe,Yes,Small (1-50),5,Manager,Flexible,<50K,Not Sure,Yes,Partial,5,10,3
E0601,49,Male,India,Asia,Yes,Small (1-50),12,Manager,Night Shift,100K-150K,Yes,No,Yes,3,3,3
E0602,33,Male,Germany,Europe,Hybrid,Medium (51-500),6,Developer,Night Shift,50K-100K,Not Sure,No,Partial,5,3,5
E0603,55,Other,USA,North America,Yes,Medium (51-500),22,Designer,Night Shift,<50K,Yes,No,Yes,3,3,1
E0604,26,Other,Canada,North America,No,Large (500+),9,Engineer,Day Shift,>150K,No,No,Yes,3,8,7
E0605,38,Other,UK,Europe,Yes,Small (1-50),20,Engineer,Flexible,100K-150K,No,No,No,5,9,1
E0606,25,Other,South Africa,Africa,Hybrid,Medium (51-500),1,Data Scientist,Day Shift,100K-150K,Yes,No,Yes,3,10,4
E0607,45,Female,Germany,Europe,Hybrid,Small (1-50),22,Manager,Night Shift,<50K,No,Yes,Yes,2,2,6
E0608,22,Other,India,Asia,No,Medium (51-500),15,Analyst,Day Shift,<50K,No,No,Yes,3,10,1
E0609,30,Female,India,Asia,Hybrid,Small (1-50),21,Manager,Night Shift,>150K,Yes,No,Yes,3,10,7
E0610,50,Other,France,Europe,No,Medium (51-500),26,Data Scientist,Night Shift,>150K,No,No,Partial,5,1,10
E0611,25,Female,UK,Europe,Yes,Large (500+),6,Manager,Night Shift,50K-100K,Not Sure,No,No,1,9,7
E0612,53,Male,Japan,Asia,Yes,Large (500+),19,Developer,Flexible,>150K,No,No,Yes,4,6,3
E0613,21,Female,Brazil,South America,No,Small (1-50),18,Manager,Flexible,100K-150K,Yes,No,Yes,3,9,4
E0614,38,Female,USA,North America,No,Medium (51-500),6,Manager,Night Shift,50K-100K,Not Sure,Yes,Yes,4,6,6
E0615,52,Other,Japan,Asia,Hybrid,Medium (51-500),13,Analyst,Day Shift,50K-100K,Not Sure,No,No,3,2,7
E0616,31,Female,France,Europe,Yes,Small (1-50),1,Developer,Day Shift,50K-100K,No,Yes,Yes,5,1,4
E0617,41,Male,USA,North America,No,Medium (51-500),23,Developer,Flexible,<50K,Not Sure,No,Partial,5,8,10
E0618,46,Male,UK,Europe,Yes,Small (1-50),23,Manager,Night Shift,>150K,Yes,Yes,Yes,3,3,9
E0619,45,Other,France,Europe,No,Medium (51-500),26,Engineer,Day Shift,50K-100K,Not Sure,Yes,Yes,5,1,9
E0620,42,Male,USA,North America,Yes,Small (1-50),13,Analyst,Night Shift,<50K,No,Yes,Partial,5,8,9
E0621,47,Female,UK,Europe,Hybrid,Medium (51-500),7,Manager,Day Shift,<50K,No,No,Partial,3,1,10
E0622,33,Male,Australia,Oceania,Yes,Small (1-50),15,Manager,Flexible,50K-100K,Not Sure,Yes,Yes,1,8,6
E0623,53,Other,Japan,Asia,Yes,Medium (51-500),12,Data Scientist,Night Shift,50K-100K,Yes,No,Partial,3,1,2
E0624,54,Female,Japan,Asia,Yes,Large (500+),27,Data Scientist,Night Shift,100K-150K,Yes,No,No,1,9,2
E0625,55,Other,Brazil,South America,Yes,Medium (51-500),26,Engineer,Day Shift,50K-100K,No,Yes,Partial,5,9,4
E0626,21,Female,UK,Europe,Yes,Small (1-50),1,Analyst,Day Shift,100K-150K,No,Yes,No,1,9,9
E0627,41,Male,Germany,Europe,Hybrid,Large (500+),15,Designer,Day Shift,50K-100K,Yes,No,No,5,3,3
E0628,26,Other,Australia,Oceania,No,Medium (51-500),4,Data Scientist,Night Shift,50K-100K,Not Sure,No,Partial,1,4,6
E0629,48,Other,Canada,North America,Yes,Large (500+),13,Designer,Flexible,>150K,Not Sure,No,Yes,1,5,2
E0630,37,Female,USA,North America,Hybrid,Medium (51-500),23,Developer,Flexible,50K-100K,Not Sure,No,No,3,6,1
E0631,25,Other,Australia,Oceania,Yes,Large (500+),27,Data Scientist,Day Shift,50K-100K,Not Sure,Yes,No,1,9,5
E0632,51,Female,UK,Europe,Yes,Small (1-50),25,Data Scientist,Flexible,100K-150K,Yes,Yes,Yes,5,4,8
E0633,25,Female,South Africa,Africa,No,Medium (51-500),5,Analyst,Day Shift,100K-150K,No,Yes,Yes,3,6,10
E0634,58,Female,USA,North America,Yes,Medium (51-500),29,Engineer,Flexible,>150K,No,No,Yes,1,1,10
E0635,23,Female,India,Asia,Hybrid,Small (1-50),2,Designer,Night Shift,50K-100K,Not Sure,No,No,3,2,2
E0636,43,Male,Japan,Asia,Hybrid,Large (500+),23,Data Scientist,Day Shift,50K-100K,Yes,No,No,4,8,10
E0637,57,Female,UK,Europe,No,Small (1-50),26,Data Scientist,Flexible,100K-150K,Yes,Yes,No,3,4,9
E0638,57,Other,India,Asia,Yes,Small (1-50),1,Analyst,Night Shift,<50K,Not Sure,Yes,Yes,4,10,8
E0639,30,Male,Brazil,South America,Hybrid,Large (500+),16,Analyst,Flexible,<50K,Not Sure,Yes,No,4,7,3
E0640,30,Other,France,Europe,Yes,Small (1-50),23,Engineer,Night Shift,<50K,Not Sure,No,Partial,3,4,1
E0641,39,Male,Canada,North America,Yes,Medium (51-500),6,Designer,Night Shift,100K-150K,No,Yes,Yes,5,9,4
E0642,37,Female,Canada,North America,Yes,Medium (51-500),23,Developer,Flexible,100K-150K,Not Sure,No,No,5,9,8
E0643,41,Male,India,Asia,No,Medium (51-500),16,Engineer,Flexible,<50K,No,No,Partial,5,4,3
E0644,34,Male,Japan,Asia,Yes,Small (1-50),14,Developer,Night Shift,<50K,Yes,No,Partial,2,8,10
E0645,29,Other,Brazil,South America,Hybrid,Medium (51-500),29,Manager,Night Shift,50K-100K,Yes,No,No,4,6,2
E0646,21,Other,South Africa,Africa,Yes,Medium (51-500),26,Data Scientist,Night Shift,100K-150K,No,No,Partial,3,1,7
E0647,33,Female,Japan,Asia,Hybrid,Medium (51-500),3,Designer,Day Shift,100K-150K,No,No,Yes,5,7,4
E0648,24,Male,Australia,Oceania,Yes,Medium (51-500),15,Engineer,Night Shift,<50K,No,No,Partial,5,1,6
E0649,21,Male,Canada,North America,Hybrid,Medium (51-500),3,Data Scientist,Day Shift,<50K,No,No,Yes,3,3,5
E0650,52,Male,Australia,Oceania,Hybrid,Medium (51-500),23,Designer,Night Shift,>150K,Not Sure,No,Yes,4,8,2
E0651,54,Female,USA,North America,Yes,Small (1-50),29,Designer,Day Shift,100K-150K,Yes,No,Yes,3,9,10
E0652,48,Female,Germany,Europe,Yes,Medium (51-500),2,Designer,Night Shift,>150K,Not Sure,No,Partial,2,3,2
E0653,51,Female,UK,Europe,Hybrid,Medium (51-500),1,Data Scientist,Night Shift,50K-100K,No,No,No,2,1,9
E0654,28,Female,Brazil,South America,No,Large (500+),9,Engineer,Night Shift,>150K,Not Sure,No,Yes,3,1,10
E0655,59,Female,Japan,Asia,Yes,Small (1-50),9,Analyst,Flexible,<50K,Not Sure,No,Yes,4,7,2
E0656,46,Other,Canada,North America,No,Small (1-50),23,Data Scientist,Flexible,100K-150K,Yes,Yes,Partial,5,5,8
E0657,54,Male,Australia,Oceania,Yes,Small (1-50),7,Designer,Night Shift,100K-150K,Not Sure,Yes,Partial,2,1,8
E0658,23,Male,France,Europe,Yes,Small (1-50),3,Engineer,Day Shift,>150K,Yes,No,No,2,6,1
E0659,32,Male,USA,North America,Yes,Medium (51-500),26,Manager,Day Shift,>150K,No,No,No,4,6,1
E0660,21,Male,UK,Europe,Yes,Medium (51-500),18,Developer,Night Shift,50K-100K,Not Sure,No,No,2,4,4
E0661,25,Male,UK,Europe,No,Large (500+),11,Designer,Flexible,50K-100K,No,No,Yes,2,7,2
E0662,50,Male,Japan,Asia,Yes,Large (500+),7,Manager,Day Shift,<50K,Yes,No,Partial,4,7,1
E0663,50,Male,Brazil,South America,Hybrid,Small (1-50),9,Analyst,Flexible,<50K,No,No,Yes,3,9,9
E0664,37,Male,South Africa,Africa,Hybrid,Large (500+),1,Designer,Day Shift,<50K,No,Yes,No,5,1,3
E0665,43,Other,France,Europe,No,Large (500+),29,Manager,Night Shift,>150K,Yes,No,Yes,5,5,1
E0666,35,Male,Japan,Asia,Yes,Small (1-50),14,Designer,Flexible,>150K,No,No,No,2,10,2
E0667,57,Other,Australia,Oceania,Hybrid,Small (1-50),20,Data Scientist,Day Shift,100K-150K,No,Yes,No,5,3,8
E0668,41,Female,Germany,Europe,No,Large (500+),6,Engineer,Night Shift,<50K,No,No,No,3,7,5
E0669,34,Male,India,Asia,Yes,Medium (51-500),7,Manager,Night Shift,>150K,Not Sure,No,Yes,2,4,7
E0670,22,Female,South Africa,Africa,Hybrid,Large (500+),10,Engineer,Night Shift,100K-150K,No,Yes,No,5,4,6
E0671,31,Female,Brazil,South America,Hybrid,Large (500+),7,Data Scientist,Flexible,<50K,Yes,Yes,Yes,1,1,1
E0672,59,Female,USA,North America,No,Medium (51-500),26,Data Scientist,Flexible,50K-100K,Not Sure,No,Yes,1,1,6
E0673,58,Other,South Africa,Africa,Yes,Medium (51-500),2,Engineer,Night Shift,50K-100K,Not Sure,No,Yes,1,10,7
E0674,54,Female,Canada,North America,Yes,Small (1-50),30,Manager,Flexible,>150K,Yes,Yes,Partial,1,2,4
E0675,58,Female,Brazil,South America,Hybrid,Small (1-50),4,Engineer,Day Shift,100K-150K,No,Yes,No,1,2,8
E0676,54,Female,Germany,Europe,Hybrid,Large (500+),21,Engineer,Night Shift,50K-100K,Not Sure,No,No,2,1,8
E0677,38,Male,Canada,North America,Hybrid,Medium (51-500),30,Developer,Night Shift,100K-150K,Not Sure,No,Partial,4,8,7
